,ID,Element,State,Value,Latitude,Longitude,Elevation,City
37,USW00003957,AWND,KS,42.1880851202292,37.28390000000006,-98.55279999999985,467.9000000000004,Medicine Lodge
38,USW00003965,AWND,OK,41.850162404913824,36.16249999999994,-97.08940000000004,299.9000000000005,Stillwater
39,USW00003967,AWND,KS,39.649406725059364,38.85000000000007,-94.7392,326.0999999999991,Olathe
40,USW00003969,AWND,TX,36.500545709996096,32.231400000000036,-98.2319000000001,393.19999999999936,Stephenville
41,USW00003971,AWND,TX,38.35126713222124,32.68080000000007,-96.86809999999979,200.59999999999943,Dallas
42,USW00003974,AWND,KS,48.430831632712916,37.74610000000005,-97.22110000000026,433.09999999999917,Wichita
43,USW00003981,AWND,OK,48.33570391609693,34.362200000000016,-98.9760999999999,386.2,Frederick
44,USW00003991,AWND,TX,40.40847418526529,33.206100000000035,-97.1988999999998,195.7000000000005,Denton
45,USW00003994,AWND,MO,40.1145696679292,38.70420000000007,-93.18330000000022,274.3000000000003,Sedalia
46,USW00003997,AWND,KS,37.352607552218494,39.00830000000011,-95.21169999999987,253.59999999999928,Lawrence
47,USW00004110,AWND,ID,44.41480858332654,42.72670000000011,-114.45639999999956,1233.7999999999975,Jerome
48,USW00004111,AWND,WY,43.31228906734482,41.273100000000035,-111.03060000000004,2183.2999999999947,Evanston
49,USW00004134,AWND,UT,37.353626644076265,40.1606,-113.35080000000006,1310.5999999999992,
50,USW00004724,AWND,NY,44.11356816619583,43.10720000000002,-78.94530000000006,178.29999999999959,Niagara Falls
51,USW00004725,AWND,NY,40.4814081030835,42.19969999999973,-75.98500000000034,489.5,Johnson City
52,USW00004726,AWND,PA,40.90808635733326,40.3161,-78.8338999999998,696.1999999999983,Johnstown
53,USW00004781,AWND,NY,40.60010686188222,40.79390000000012,-73.10169999999957,25.600000000000147,Ronkonkoma
54,USW00004787,AWND,PA,35.9774093591219,41.17829999999989,-78.8989000000001,552.8999999999999,Reynoldsville
55,USW00004804,AWND,OH,35.484141344169274,40.07809999999995,-83.07810000000015,275.8000000000003,Dublin
56,USW00004808,AWND,IL,40.35436476101718,41.77000000000014,-88.48140000000014,216.4000000000006,Sugar Grove
57,USW00004836,AWND,ME,41.48838199664044,47.2856000000001,-68.31329999999984,301.0999999999992,Frenchville
58,USW00004838,AWND,IL,35.741869727249686,42.120799999999925,-87.90469999999969,193.90000000000046,Wheeling
59,USW00004839,AWND,MI,38.623210106548,42.74610000000008,-86.09670000000004,210.0,Holland
60,USW00004840,AWND,WI,38.68262148523423,43.77000000000007,-88.4863999999998,246.59999999999957,Fond du Lac
61,USW00004841,AWND,WI,38.26568052267544,43.769400000000076,-87.85059999999987,227.4000000000006,Sheboygan Falls
62,USW00004845,AWND,WI,41.794513516317785,42.59500000000005,-87.9380999999998,226.5,Kenosha
63,USW00004846,AWND,IN,37.07324249360333,41.45250000000009,-87.00580000000029,234.70000000000016,Valparaiso
64,USW00004848,AWND,OH,39.683428617102244,41.56310000000008,-83.4763999999997,189.5999999999995,Millbury
65,USW00004849,AWND,OH,39.686483822730544,41.346099999999964,-82.17940000000033,242.0,Elyria
66,USW00004850,AWND,OH,40.09753318321905,40.708300000000015,-84.0267000000002,297.1999999999995,Lima
67,USW00004853,AWND,OH,48.19772501443655,41.51749999999994,-81.6836000000002,178.0,Cleveland
68,USW00004855,AWND,OH,38.90677815732718,40.61610000000012,-83.06359999999994,303.0,Marion
69,USW00004856,AWND,MI,38.67598475640746,45.94999999999993,-86.22969999999992,178.0,Manistique
70,USW00012836,AWND,FL,45.508936325525845,24.555000000000106,-81.75219999999983,1.1999999999999929,Key West
71,USW00012838,AWND,FL,38.61247582287432,28.101100000000034,-80.64390000000002,8.2,Melbourne
72,USW00012839,AWND,FL,38.49127726176154,25.7906000000001,-80.31639999999976,8.800000000000031,Miami
73,USW00012843,AWND,FL,36.80308065027523,27.653100000000176,-80.2428,8.5,
74,USW00012844,AWND,FL,44.51134571055121,26.684699999999854,-80.09939999999943,5.799999999999969,West Palm Beach
75,USW00012849,AWND,FL,41.059577276413656,26.071899999999946,-80.15359999999978,3.3999999999999906,Fort Lauderdale
76,USW00012850,AWND,FL,41.14672132594999,24.58329999999999,-81.6833000000003,1.8000000000000071,Key West
77,USW00012871,AWND,FL,35.424423086630796,27.401400000000084,-82.55860000000017,8.5,Sarasota
78,USW00012873,AWND,FL,36.34899935088737,27.91060000000007,-82.6875,3.399999999999991,Clearwater
79,USW00012882,AWND,FL,36.95567472499317,25.90689999999996,-80.2803000000002,3.0,Opa-locka
80,USW00012885,AWND,FL,36.30068547441222,26.196899999999943,-80.1707999999999,4.299999999999996,Fort Lauderdale
81,USW00012896,AWND,FL,35.77015157195813,24.72580000000007,-81.0517,2.3999999999999955,Marathon
82,USW00012904,AWND,TX,49.903229472223884,26.228099999999923,-97.65420000000036,10.400000000000023,Harlingen
83,USW00012912,AWND,TX,42.360360667025276,28.861399999999822,-96.9303,35.10000000000021,Victoria
84,USW00012916,AWND,LA,36.13609274399229,29.993300000000076,-90.25110000000048,1.1999999999999929,Kenner
85,USW00012917,AWND,TX,38.707984328836034,29.950600000000087,-94.02059999999986,4.900000000000024,Beaumont
86,USW00012919,AWND,TX,46.73490105817059,25.9156000000001,-97.41860000000065,7.0,Brownsville
87,USW00012921,AWND,TX,37.91980777853843,29.544200000000124,-98.48389999999951,240.5,San Antonio
88,USW00012923,AWND,TX,49.435038703233595,29.273299999999924,-94.85920000000027,1.5,Galveston
89,USW00012924,AWND,TX,52.4107481065981,27.783900000000163,-97.5108,13.699999999999914,Corpus Christi
90,USW00012925,AWND,TX,35.442589802085024,28.366700000000023,-97.66669999999992,60.0,Beeville
91,USW00012926,AWND,TX,51.325023968470795,27.683299999999925,-97.28329999999949,5.5,Corpus Christi
92,USW00012928,AWND,TX,40.31537167569231,27.5,-97.8166999999997,17.099999999999934,Kingsville
93,USW00012930,AWND,LA,53.08333333333334,29.916699999999995,-90.13030000000002,6.1000000000000005,New Orleans
94,USW00012932,AWND,TX,41.28308968130009,27.741100000000053,-98.02469999999997,52.699999999999896,Alice
95,USW00012935,AWND,TX,45.990738995778216,28.72470000000009,-96.2536,3.6999999999999917,Palacios
96,USW00012944,AWND,TX,52.607780928748674,29.300000000000008,-94.79999999999997,2.1000000000000005,Galveston
97,USW00012946,AWND,TX,42.563851142769934,27.700000000000014,-97.43330000000006,9.100000000000003,Corpus Christi
98,USW00012957,AWND,TX,50.95319261947461,26.1658000000001,-97.34579999999966,5.7999999999999865,Los Fresnos
99,USW00012959,AWND,TX,46.994743717290675,26.1839,-98.25389999999979,30.5,McAllen
100,USW00012971,AWND,TX,38.62586381047024,29.703599999999923,-98.0280999999997,192.90000000000046,New Braunfels
101,USW00012972,AWND,TX,44.539583809786265,28.08359999999996,-97.04639999999974,6.700000000000019,Fulton
102,USW00013737,AWND,VA,43.68658558326422,36.90329999999995,-76.19220000000034,9.099999999999945,Virginia Beach
103,USW00013739,AWND,PA,41.93976851839571,39.868300000000076,-75.23110000000058,3.0,Philadelphia
104,USW00013743,AWND,VA,40.73465666765302,38.848299999999796,-77.03419999999942,3.0,Arlington
105,USW00013750,AWND,VA,41.488971383958095,36.94999999999993,-76.28329999999956,5.200000000000023,Norfolk
106,USW00013769,AWND,VA,38.9586736031709,36.8167000000001,-76.03329999999956,7.0,Virginia Beach
107,USW00013781,AWND,DE,38.43742639127567,39.67280000000017,-75.60080000000012,24.100000000000144,New Castle
108,USW00013786,AWND,NC,40.65325935224243,36.260599999999926,-76.17499999999987,4.0,Elizabeth City
109,USW00013809,AWND,IL,37.087860050887436,38.7641999999999,-87.60560000000027,130.7999999999996,Lawrenceville
110,USW00013841,AWND,OH,37.199104507355976,39.420299999999855,-83.82170000000028,321.9000000000009,Wilmington
111,USW00013874,AWND,GA,37.71717502580957,33.629999999999875,-84.44169999999963,307.80000000000183,College Park
112,USW00013880,AWND,SC,35.68777826737753,32.89860000000027,-80.04030000000034,12.199999999999928,North Charleston
113,USW00013893,AWND,TN,36.76206349205373,35.05639999999999,-89.98640000000056,77.40000000000032,Memphis
114,USW00013899,AWND,FL,35.98779990813318,30.47810000000011,-87.18690000000038,34.100000000000186,Pensacola
115,USW00013904,AWND,TX,35.56854824814884,30.183100000000106,-97.6800000000002,146.2999999999996,Austin
116,USW00013911,AWND,TX,42.93489279817904,32.766700000000036,-97.45000000000013,185.29999999999959,White Settlement
117,USW00013920,AWND,KS,41.87047420718018,38.95030000000012,-95.6638999999997,325.1999999999993,Topeka
118,USW00013932,AWND,KS,44.28427585007825,37.16809999999993,-97.03689999999963,350.5,Winfield
119,USW00013939,AWND,MS,35.45919918322034,33.48250000000005,-90.98530000000014,39.0,Greenville
120,USW00013959,AWND,TX,45.043492652320225,31.61890000000004,-97.2282999999996,152.40000000000092,Waco
121,USW00013960,AWND,TX,42.65697902376226,32.85189999999999,-96.85560000000031,134.09999999999988,Dallas
122,USW00013961,AWND,TX,41.89210084839174,32.81919999999993,-97.36139999999979,209.40000000000057,Fort Worth
123,USW00013962,AWND,TX,48.934843561043074,32.410599999999924,-99.68219999999953,545.6000000000032,Abilene
124,USW00013966,AWND,TX,49.95947353987008,33.97860000000021,-98.4928,310.0,Sheppard Air Force Base
125,USW00013967,AWND,OK,50.98872954732669,35.388899999999936,-97.60060000000071,391.699999999998,Oklahoma City
126,USW00013968,AWND,OK,41.86739704317724,36.199399999999976,-95.8872000000003,198.099999999999,Tulsa
127,USW00013969,AWND,OK,40.47297109088653,36.736700000000006,-97.10189999999979,304.8,Ponca City
128,USW00013972,AWND,TX,35.98296946481891,32.354200000000056,-95.40250000000013,165.79999999999956,Tyler
129,USW00013975,AWND,OK,51.87844754679235,36.29669999999994,-99.7688999999996,667.8000000000018,Gage
130,USW00013981,AWND,KS,42.258508795181534,37.670299999999855,-95.4842000000003,300.1999999999995,Chanute
131,USW00013984,AWND,KS,50.12742280535393,39.55140000000017,-97.6507999999996,447.80000000000064,Concordia
132,USW00013985,AWND,KS,59.13534816954383,37.76080000000001,-99.96830000000038,789.399999999996,Dodge City
133,USW00013986,AWND,KS,42.83624666105858,38.065300000000136,-97.8606,470.3000000000013,Hutchinson
134,USW00013987,AWND,MO,40.71619593320707,37.1467,-94.5022000000003,298.6999999999995,Webb City
135,USW00013988,AWND,MO,38.53581150217924,39.12079999999988,-94.59690000000036,226.19999999999942,North Kansas City
136,USW00013989,AWND,KS,47.05922621569351,38.3306,-96.1897000000003,368.5,Emporia
137,USW00013993,AWND,MO,38.26977309114128,39.77360000000015,-94.92330000000022,249.30000000000004,Saint Joseph
138,USW00013994,AWND,MO,41.173708098694924,38.75250000000007,-90.37359999999977,161.8000000000008,St. Louis
139,USW00013995,AWND,MO,41.02156716146691,37.23530000000017,-93.40030000000036,389.5,Springfield
140,USW00013996,AWND,KS,36.46943127654106,39.07250000000018,-95.62610000000052,267.0,Topeka
141,USW00013997,AWND,MO,40.58023764947175,38.131099999999904,-91.76829999999985,343.5,Rolla
142,USW00014607,AWND,ME,36.53197841171946,46.87060000000015,-68.01719999999972,190.19999999999888,Caribou
143,USW00014707,AWND,CT,39.30419545699749,41.327500000000065,-72.04939999999992,3.0,Groton
144,USW00014719,AWND,NY,38.712582797219994,40.843600000000094,-72.6322,20.40000000000005,Westhampton
145,USW00014732,AWND,NY,51.324235208279674,40.77939999999987,-73.88030000000043,3.3999999999999924,
146,USW00014733,AWND,NY,46.58918210703515,42.94859999999982,-78.7368999999999,211.19999999999874,Buffalo
147,USW00014734,AWND,NJ,44.64499085019922,40.682500000000246,-74.1693999999998,2.1000000000000125,Elizabeth
148,USW00014735,AWND,NY,36.0387968742531,42.74309999999979,-73.80919999999976,95.09999999999944,Albany
149,USW00014739,AWND,MA,52.44027614889512,42.360599999999984,-71.01060000000024,3.7000000000000224,Boston
150,USW00014740,AWND,CT,35.28987126847139,41.93809999999983,-72.68249999999992,57.899999999999984,Windsor Locks
151,USW00014742,AWND,VT,37.77059638586825,44.468300000000326,-73.15000000000029,100.59999999999937,South Burlington
152,USW00014747,AWND,NY,41.997508575672406,42.493300000000076,-79.2721999999999,203.0,Dunkirk
153,USW00014753,AWND,MA,55.787048621195,42.21219999999996,-71.1136,190.5,Milton
154,USW00014755,AWND,NH,162.27640530254394,44.266700000000064,-71.29939999999992,1910.2000000000053,Jackson
155,USW00014756,AWND,MA,54.98044408049061,41.253099999999925,-70.06079999999993,13.700000000000019,Nantucket
156,USW00014757,AWND,NY,36.11162946451317,41.62669999999988,-73.88420000000023,50.600000000000115,Wappingers Falls
157,USW00014761,AWND,PA,190.58333333333331,40.9167,-78.06669999999998,592.8000000000002,Philipsburg
158,USW00014764,AWND,ME,36.236489402102755,43.64969999999995,-70.30029999999995,13.699999999999914,Portland
159,USW00014765,AWND,RI,42.24684184024862,41.72190000000005,-71.43249999999995,18.30000000000011,Warwick
160,USW00014768,AWND,NY,40.35017731707178,43.116700000000094,-77.6767,162.5,Rochester
161,USW00014771,AWND,NY,37.90170635356941,43.111100000000064,-76.10389999999944,125.90000000000076,Syracuse
162,USW00014780,AWND,NJ,38.51590168763243,40.03330000000005,-74.31669999999993,36.89999999999996,Lakehurst
163,USW00014787,AWND,RI,37.1128449095534,41.53330000000005,-71.28329999999981,52.39999999999985,Middletown
164,USW00014815,AWND,MI,38.9053536183788,42.307499999999905,-85.25109999999991,282.9000000000008,Battle Creek
165,USW00014819,AWND,IL,43.89446013317714,41.78610000000004,-87.75220000000027,186.5,Chicago
166,USW00014820,AWND,OH,42.915106149792116,41.413099999999865,-81.86000000000034,232.6,Cleveland
167,USW00014822,AWND,MI,38.61440610478388,42.40920000000005,-83.00999999999951,190.80000000000103,Detroit
168,USW00014825,AWND,OH,42.64632387355329,41.01360000000013,-83.6686000000002,243.7999999999995,Findlay
169,USW00014826,AWND,MI,41.164832133516214,42.96670000000032,-83.74940000000038,234.69999999999854,Flint
170,USW00014827,AWND,IN,40.976049424801175,40.97060000000014,-85.20639999999939,241.1000000000001,Fort Wayne
171,USW00014829,AWND,IN,39.3228547318545,41.52720000000016,-85.79219999999991,252.09999999999928,Goshen
172,USW00014836,AWND,MI,40.71688226895026,42.78030000000023,-84.57890000000036,256.3000000000016,Lansing
173,USW00014837,AWND,WI,37.79115457345155,43.14060000000021,-89.34530000000059,264.0,Madison
174,USW00014839,AWND,WI,46.14362039829221,42.954999999999934,-87.90439999999964,204.19999999999882,Milwaukee
175,USW00014840,AWND,MI,44.71541314417959,43.1710999999997,-86.23670000000044,190.5,Muskegon
176,USW00014842,AWND,IL,38.02335959870024,40.667499999999706,-89.6839,198.099999999999,Bartonville
177,USW00014845,AWND,MI,41.351252716133494,43.533099999999905,-84.07970000000019,201.2000000000005,Freeland
178,USW00014847,AWND,MI,35.356893571373185,46.47940000000013,-84.35719999999957,220.09999999999957,Sault Ste. Marie
179,USW00014848,AWND,IN,41.19099403076833,41.70720000000023,-86.31639999999977,235.6,South Bend
180,USW00014852,AWND,OH,38.92818434714736,41.25439999999984,-80.67390000000049,359.6999999999981,
181,USW00014853,AWND,MI,40.05257343957259,42.23329999999993,-83.53329999999976,236.79999999999959,Van Buren Charter Township
182,USW00014858,AWND,MI,43.90916131445481,47.168599999999984,-88.48890000000016,333.8000000000003,Hancock
183,USW00014860,AWND,PA,45.59570685816797,42.07999999999994,-80.18249999999983,222.5,Erie
184,USW00014880,AWND,IL,36.85322518113815,42.4167,-87.86670000000004,221.59999999999943,Waukegan
185,USW00014891,AWND,OH,46.35979336316467,40.820299999999854,-82.5178000000004,394.699999999998,Mansfield
186,USW00014895,AWND,OH,41.00793170217179,40.916699999999864,-81.43330000000037,368.199999999998,North Canton
187,USW00014898,AWND,WI,39.55623467128669,44.49829999999977,-88.11109999999927,207.90000000000077,Green Bay
188,USW00014910,AWND,MN,46.638240661042204,45.8678,-95.39420000000023,431.59999999999917,Alexandria
189,USW00014913,AWND,MN,45.29960430952305,46.83690000000015,-92.2096999999996,435.300000000001,Hermantown
190,USW00014914,AWND,ND,49.93614004485683,46.92530000000033,-96.8110999999997,274.30000000000166,Fargo
191,USW00014916,AWND,ND,45.612379473441926,47.942799999999856,-97.1839,256.5999999999992,Grand Forks
192,USW00014918,AWND,MN,35.667671377533594,48.561400000000155,-93.39809999999945,360.60000000000207,International Falls
193,USW00014919,AWND,ND,49.29790247434878,46.92579999999999,-98.66920000000015,455.40000000000094,Jamestown
194,USW00014920,AWND,WI,38.731780309103364,43.87889999999982,-91.25279999999941,198.69999999999888,La Crosse
195,USW00014922,AWND,MN,43.9311126165715,44.88309999999961,-93.2288999999992,265.8000000000016,Saint Paul
196,USW00014923,AWND,IL,38.48808123771271,41.465299999999864,-90.52330000000049,180.400000000001,Moline
197,USW00014925,AWND,MN,55.04934005740219,43.904200000000344,-92.49169999999948,397.5,Rochester
198,USW00014926,AWND,MN,37.229904379253476,45.54329999999977,-94.05140000000023,310.30000000000183,St. Cloud
199,USW00014927,AWND,MN,36.40140552741817,44.93189999999995,-93.05559999999984,213.40000000000032,Saint Paul
200,USW00014929,AWND,SD,47.992120319603785,45.455799999999826,-98.41310000000071,396.800000000002,Aberdeen
201,USW00014931,AWND,IA,37.789229922056116,40.78330000000005,-91.1252999999998,210.9000000000006,Burlington
202,USW00014933,AWND,IA,44.16968016868931,41.53390000000023,-93.6530999999996,291.69999999999834,Des Moines
203,USW00014935,AWND,NE,49.99945969929709,40.96110000000029,-98.31360000000058,560.7999999999981,Grand Island
204,USW00014936,AWND,SD,46.811754799210796,44.39810000000022,-98.22309999999949,390.1000000000023,Huron
205,USW00014938,AWND,MO,38.380406413451084,40.09720000000009,-92.54329999999979,294.4000000000008,Kirksville
206,USW00014939,AWND,NE,43.970480034461715,40.850800000000135,-96.74750000000056,362.699999999998,Lincoln
207,USW00014940,AWND,IA,50.3569177722564,43.15439999999986,-93.3269,373.39999999999804,Clear Lake
208,USW00014941,AWND,NE,47.8365805672611,41.985599999999984,-97.43530000000031,472.70000000000016,
209,USW00014942,AWND,NE,44.45818624865913,41.31029999999974,-95.89919999999987,299.30000000000166,Omaha
210,USW00014943,AWND,IA,47.0386641414081,42.391400000000296,-96.3791999999996,333.8000000000019,Sergeant Bluff
211,USW00014944,AWND,SD,46.180217006477186,43.58779999999975,-96.7288999999992,435.8999999999974,Sioux Falls
212,USW00014946,AWND,SD,46.847867738370674,44.90470000000004,-97.14940000000013,532.8000000000017,Watertown
213,USW00014950,AWND,IA,44.1895032849907,41.10779999999986,-92.44670000000026,256.5999999999994,Ottumwa
214,USW00014972,AWND,IA,49.9581553147441,43.16439999999992,-95.20169999999978,407.8000000000012,Spencer
215,USW00014990,AWND,IA,43.71792305720394,41.88330000000014,-91.71670000000034,264.5999999999992,Swisher
216,USW00014992,AWND,MN,43.395007669806034,44.548300000000076,-95.08029999999977,311.19999999999993,Redwood Falls
217,USW00021508,AWND,HI,41.022625550944255,19.759999999999994,-155.55360000000013,1798.3000000000013,Camp Pohakuloa
218,USW00022010,AWND,TX,39.15947503546442,29.378300000000035,-100.92690000000007,304.5,Del Rio
219,USW00022514,AWND,HI,36.51671893292517,21.31669999999997,-158.06669999999968,15.200000000000017,Kapolei
220,USW00022516,AWND,HI,58.13912383018784,20.899699999999953,-156.42859999999942,15.5,Kahului
221,USW00022519,AWND,HI,36.93891233752198,21.44999999999991,-157.78329999999966,3.0,Kailua
222,USW00022521,AWND,HI,46.46657027974455,21.323900000000105,-157.92940000000075,2.1000000000000125,Honolulu
223,USW00022534,AWND,HI,49.81047106531572,21.154399999999946,-157.0961000000001,135.0,Ho'olehua
224,USW00022536,AWND,HI,60.12778087154042,21.98390000000012,-159.340499999999,30.5,Lihue
225,USW00023007,AWND,TX,47.660768790343006,34.427200000000056,-100.2831000000002,594.6999999999982,Childress
226,USW00023009,AWND,NM,38.37842752327326,33.307500000000125,-104.50830000000063,1112.2000000000066,Roswell
227,USW00023023,AWND,TX,48.682899908365144,31.943300000000118,-102.1889000000003,874.2000000000054,Midland
228,USW00023034,AWND,TX,43.31988398642914,31.371100000000148,-100.4922000000004,576.1000000000033,San Angelo
229,USW00023040,AWND,TX,41.66779508496134,31.780000000000086,-103.20169999999978,855.6000000000017,Wink
230,USW00023042,AWND,TX,53.90381129967698,33.65420000000019,-101.81360000000058,993.2999999999937,Lubbock
231,USW00023044,AWND,TX,36.068052663401104,31.811100000000106,-106.37580000000078,1194.200000000007,El Paso
232,USW00023047,AWND,TX,57.22500061068934,35.23329999999991,-101.70890000000055,1093.2999999999934,Amarillo
233,USW00023048,AWND,NM,46.92538336092542,35.182200000000094,-103.60310000000015,1239.0,Tucumcari
234,USW00023049,AWND,NM,40.07592867951087,35.616899999999994,-106.08890000000028,1933.7000000000055,Santa Fe
235,USW00023050,AWND,NM,37.06298884470736,35.041900000000126,-106.61560000000013,1618.5,Albuquerque
236,USW00023051,AWND,NM,53.30238534754205,36.44859999999991,-103.15390000000004,1511.7999999999945,Clayton
237,USW00023052,AWND,NM,40.53258510492251,36.741399999999906,-104.50220000000034,1935.2000000000053,Raton
238,USW00023054,AWND,NM,46.8620052042819,35.65419999999995,-105.14190000000013,2095.2000000000053,Las Vegas
239,USW00023055,AWND,TX,82.88289303273169,31.8311,-104.8089,1663.0,
240,USW00023062,AWND,CO,35.55986281053022,39.76329999999995,-104.86939999999971,1611.2000000000035,Denver
241,USW00023064,AWND,KS,54.507681500057494,37.92720000000007,-100.72470000000028,878.3999999999976,Garden City
242,USW00023065,AWND,KS,54.50950577862942,39.36690000000032,-101.70000000000046,1112.7999999999934,Goodland
243,USW00023067,AWND,CO,44.688614025129105,38.049399999999935,-103.5121999999997,1278.2999999999972,La Junta
244,USW00023070,AWND,CO,44.328785596956216,37.262200000000036,-104.33779999999985,1749.8999999999967,Trinidad
245,USW00023078,AWND,NM,38.16161332053695,32.262200000000036,-107.72060000000015,1310.899999999997,Deming
246,USW00023090,AWND,NM,35.504950810816226,36.743599999999866,-108.2291999999999,1674.899999999996,Farmington
247,USW00023091,AWND,TX,48.18790195221757,30.911900000000035,-102.91669999999986,917.3999999999974,Fort Stockton
248,USW00023153,AWND,NV,43.39250616435917,38.05109999999994,-117.09029999999987,1644.400000000005,Tonopah
249,USW00023154,AWND,NV,42.439473618445795,39.29529999999981,-114.8466999999995,1908.6999999999994,Ely
250,USW00023157,AWND,CA,36.70097035078073,37.37110000000017,-118.35810000000008,1250.299999999993,Bishop
251,USW00023159,AWND,UT,37.65302846641905,37.70640000000002,-112.14559999999986,2312.2000000000053,Bryce Canyon City
252,USW00023160,AWND,AZ,35.11373387314549,32.13140000000017,-110.95530000000065,776.899999999996,Tucson
253,USW00023161,AWND,CA,48.05311076867032,34.853600000000164,-116.78580000000048,584.300000000001,Daggett
254,USW00023169,AWND,NV,38.82104690958226,36.07190000000021,-115.16330000000013,649.5,Enterprise
255,USW00023176,AWND,UT,48.22293959122741,38.41669999999992,-113.01670000000013,1536.2000000000064,Milford
256,USW00023179,AWND,CA,35.85409453812327,34.76749999999995,-114.61889999999987,271.29999999999956,Needles
257,USW00023182,AWND,CA,42.544220531692815,34.62939999999988,-118.08360000000015,769.300000000002,Palmdale
258,USW00023187,AWND,CA,60.31989681000701,34.74359999999987,-118.72420000000022,1374.6000000000038,Lancaster
259,USW00023194,AWND,AZ,35.884577325482994,35.02810000000017,-110.72079999999949,1489.2999999999947,Winslow
260,USW00023230,AWND,CA,36.98136597083051,37.721400000000024,-122.2207999999996,1.8000000000000045,Oakland
261,USW00023234,AWND,CA,47.672938494372985,37.61969999999985,-122.364699999999,2.3999999999999857,San Francisco
262,USW00023237,AWND,CA,37.25999725514917,37.88919999999977,-121.22580000000013,7.900000000000047,Stockton
263,USW00024011,AWND,ND,42.51874875737255,46.77080000000014,-100.76030000000084,505.39999999999685,Bismarck
264,USW00024012,AWND,ND,52.34508230043964,46.79939999999995,-102.79720000000029,786.399999999999,Dickinson
